week_start,source_country,target_country,event_count,avg_intensity,min_intensity,trade_event_count,trade_avg_intensity
2015-05-12,India,South Korea,67,3.7059701492537314,0.0,0,
2015-05-12,India,United States,15,1.9333333333333333,-5.0,0,
2015-05-12,Japan,China,15,4.166666666666667,1.0,0,
2015-05-12,Japan,South Korea,18,2.011111111111111,-2.0,0,
2015-05-12,Japan,United States,36,1.4611111111111112,-10.0,0,
2015-05-12,Mexico,Brazil,1,1.0,1.0,0,
2015-05-12,Mexico,South Korea,3,1.0,1.0,0,
2015-05-12,Mexico,United States,5,3.8,-2.0,0,
2015-05-12,South Korea,China,15,2.26,-4.0,0,
2015-05-12,South Korea,India,53,4.1716981132075475,1.0,0,
2015-05-12,South Korea,Japan,22,2.131818181818182,-2.0,0,
2015-05-12,South Korea,Mexico,3,1.0,1.0,0,
2015-05-12,South Korea,United States,77,2.749350649350649,0.0,0,
2015-05-12,United States,Brazil,1,4.0,4.0,0,
2015-05-12,United States,Canada,1,3.5,3.5,0,
2015-05-12,United States,China,176,2.2312499999999997,-6.5,0,
2015-05-12,United States,France,8,2.875,-5.0,0,
2015-05-12,United States,Germany,3,0.0,-2.0,0,
2015-05-12,United States,India,17,1.4705882352941178,-4.0,0,
2015-05-12,United States,Japan,26,3.119230769230769,-4.0,0,
2015-05-12,United States,South Korea,87,2.44367816091954,0.0,0,
2015-05-19,Brazil,China,57,4.343859649122807,-5.0,0,
2015-05-19,Brazil,France,1,1.0,1.0,0,
2015-05-19,Brazil,India,1,1.0,1.0,0,
2015-05-19,Brazil,Mexico,11,3.0181818181818185,0.0,0,
2015-05-19,Canada,China,1,4.5,4.5,0,
2015-05-19,Canada,France,1,1.0,1.0,0,
2015-05-19,Canada,Germany,1,1.0,1.0,0,
2015-05-19,Canada,Japan,2,0.0,0.0,0,
2015-05-19,Canada,South Korea,2,3.5,3.0,0,
2015-05-19,Canada,United States,5,2.2,-4.0,0,
2015-05-19,China,Brazil,58,4.26551724137931,0.0,0,
2015-05-19,China,Canada,1,4.5,4.5,0,
2015-05-19,China,France,2,8.0,8.0,0,
2015-05-19,China,Germany,2,8.0,8.0,0,
2015-05-19,China,India,28,2.9214285714285713,1.0,0,
2015-05-19,China,Japan,51,1.8117647058823527,-5.0,0,
2015-05-19,China,Mexico,1,1.9,1.9,0,
2015-05-19,China,South Korea,3,1.8333333333333333,1.0,0,
2015-05-19,China,United States,15,1.32,-5.0,0,
2015-05-19,France,Brazil,2,0.5,0.0,0,
2015-05-19,France,Canada,1,1.0,1.0,0,
2015-05-19,France,China,3,5.333333333333333,0.0,0,
2015-05-19,France,Germany,5,3.9799999999999995,1.0,0,
2015-05-19,France,India,3,1.2,-2.0,0,
2015-05-19,France,Japan,1,0.0,0.0,0,
2015-05-19,France,South Korea,1,1.9,1.9,0,
2015-05-19,France,United States,3,5.6000000000000005,2.8,0,
2015-05-19,Germany,Canada,1,1.0,1.0,0,
2015-05-19,Germany,China,2,8.0,8.0,0,
2015-05-19,Germany,France,8,3.025,0.0,0,
2015-05-19,Germany,United States,3,2.3333333333333335,0.0,0,
2015-05-19,India,Brazil,2,0.5,0.0,0,
2015-05-19,India,China,36,1.9500000000000002,-5.0,0,
2015-05-19,India,France,3,0.6,-2.0,0,
2015-05-19,India,Japan,3,2.2666666666666666,1.9,0,
2015-05-19,India,South Korea,18,2.0777777777777775,0.0,0,
2015-05-19,India,United States,24,-0.45,-10.0,0,
2015-05-19,Japan,Brazil,1,4.0,4.0,0,
2015-05-19,Japan,China,39,1.735897435897436,-7.2,0,
2015-05-19,Japan,India,5,1.3199999999999998,-2.0,0,
2015-05-19,Japan,South Korea,50,3.114,-5.0,0,
2015-05-19,Japan,United States,19,1.1894736842105265,-10.0,0,
2015-05-19,Mexico,Brazil,9,3.2555555555555555,0.0,0,
2015-05-19,Mexico,China,1,2.8,2.8,0,
2015-05-19,Mexico,South Korea,3,2.3000000000000003,1.0,0,
2015-05-19,Mexico,United States,6,1.0999999999999999,0.0,0,
2015-05-19,South Korea,Canada,1,4.0,4.0,0,
2015-05-19,South Korea,China,7,2.7857142857142856,1.0,0,
2015-05-19,South Korea,France,1,2.8,2.8,0,
2015-05-19,South Korea,India,13,2.338461538461538,1.0,0,
2015-05-19,South Korea,Japan,67,2.6731343283582087,-2.0,0,
2015-05-19,South Korea,Mexico,2,1.9,1.0,0,
2015-05-19,South Korea,United States,22,2.8045454545454542,1.0,0,
2015-05-19,United States,Brazil,2,-4.5,-5.0,0,
2015-05-19,United States,Canada,6,4.0,0.0,0,
2015-05-19,United States,China,41,0.32195121951219513,-7.2,0,
2015-05-19,United States,France,6,3.983333333333333,0.0,0,
2015-05-19,United States,Germany,3,4.0,4.0,0,
2015-05-19,United States,India,16,0.35624999999999996,-2.0,0,
2015-05-19,United States,Japan,20,2.215,-5.0,0,
2015-05-19,United States,Mexico,9,-0.33333333333333337,-10.0,0,
2015-05-19,United States,South Korea,28,2.314285714285714,0.0,0,
2015-05-26,Brazil,India,1,1.0,1.0,0,
2015-05-26,Brazil,Mexico,31,3.1548387096774193,0.0,0,
2015-05-26,Canada,France,1,3.5,3.5,0,
2015-05-26,Canada,Germany,2,1.0,1.0,0,
2015-05-26,Canada,Japan,2,2.5,2.5,0,
2015-05-26,Canada,United States,3,4.133333333333334,2.5,0,
2015-05-26,China,India,26,1.4576923076923076,-10.0,0,
2015-05-26,China,Japan,16,2.5625,-2.0,0,
2015-05-26,China,South Korea,37,5.367567567567567,0.0,0,
2015-05-26,China,United States,62,0.14838709677419354,-5.0,0,
2015-05-26,France,Canada,1,3.5,3.5,0,
2015-05-26,France,China,1,0.0,0.0,0,
2015-05-26,France,Germany,15,2.1866666666666665,1.0,0,
2015-05-26,France,India,6,2.5166666666666666,-2.0,0,
2015-05-26,France,Japan,5,1.9,1.0,0,
2015-05-26,France,United States,17,-0.9,-10.0,0,
2015-05-26,Germany,Canada,2,1.0,1.0,0,
2015-05-26,Germany,Denmark,1,3.0,3.0,0,
2015-05-26,Germany,France,18,2.488888888888889,1.0,0,
2015-05-26,Germany,India,6,3.8000000000000003,1.0,0,
2015-05-26,Germany,Japan,7,1.0,1.0,0,
2015-05-26,Germany,United States,18,1.261111111111111,0.0,0,
2015-05-26,India,Brazil,1,1.0,1.0,0,
2015-05-26,India,China,30,0.6566666666666666,-10.0,0,
2015-05-26,India,France,6,1.3,-2.0,0,
2015-05-26,India,Germany,5,4.12,1.0,0,
2015-05-26,India,Japan,1,3.4,3.4,0,
2015-05-26,India,Mexico,1,1.9,1.9,0,
2015-05-26,India,United States,20,0.24,-10.0,0,
2015-05-26,Japan,Canada,2,2.5,2.5,0,
2015-05-26,Japan,China,21,2.2904761904761903,-5.0,0,
2015-05-26,Japan,France,5,1.9,1.0,0,
2015-05-26,Japan,Germany,9,1.6666666666666667,1.0,0,
2015-05-26,Japan,South Korea,42,3.6785714285714284,0.0,0,
2015-05-26,Japan,United States,63,2.634920634920635,-4.0,0,
2015-05-26,Mexico,Brazil,34,2.7029411764705884,-5.0,0,
2015-05-26,Mexico,India,1,2.8,2.8,0,
2015-05-26,Mexico,United States,11,-2.1999999999999997,-7.5,0,
2015-05-26,South Korea,China,40,5.2475000000000005,0.0,0,
2015-05-26,South Korea,France,2,4.0,4.0,0,
2015-05-26,South Korea,Japan,49,2.995918367346939,-5.0,0,
2015-05-26,South Korea,United States,45,3.291111111111111,1.0,0,
2015-05-26,United States,Brazil,3,2.4,0.0,0,
2015-05-26,United States,Canada,2,2.5,2.5,0,
2015-05-26,United States,China,101,-0.0930693069306931,-7.2,0,
2015-05-26,United States,France,27,-0.19259259259259262,-9.0,0,
2015-05-26,United States,Germany,10,1.27,1.0,0,
2015-05-26,United States,India,30,1.5666666666666667,-4.0,0,
2015-05-26,United States,Japan,57,2.670175438596491,-2.0,0,
2015-05-26,United States,Mexico,3,-2.1999999999999997,-10.0,0,
2015-05-26,United States,South Korea,44,2.338636363636364,-7.2,0,
2015-06-02,Brazil,China,1,1.0,1.0,0,
2015-06-02,Brazil,India,1,1.0,1.0,0,
2015-06-02,Brazil,Japan,1,1.9,1.9,0,
2015-06-02,Brazil,Mexico,1,1.9,1.9,0,
2015-06-02,Brazil,United States,1,1.9,1.9,0,
2015-06-02,Canada,China,2,3.5,3.5,0,
2015-06-02,Canada,France,1,2.5,2.5,0,
2015-06-02,Canada,Germany,11,3.0454545454545454,1.9,0,
2015-06-02,Canada,India,2,0.0,0.0,0,
2015-06-02,Canada,Japan,1,8.0,8.0,0,
2015-06-02,Canada,Mexico,2,0.0,0.0,0,
2015-06-02,Canada,United States,8,-0.1875,-10.0,0,
2015-06-02,China,Brazil,1,1.0,1.0,0,
2015-06-02,China,France,2,-5.0,-5.0,0,
2015-06-02,China,India,11,1.9545454545454546,-2.0,0,
2015-06-02,China,Japan,46,3.0652173913043477,-4.4,0,
2015-06-02,China,South Korea,6,5.3,0.4,0,
2015-06-02,China,United States,35,-0.4514285714285715,-5.0,0,
2015-06-02,France,Canada,3,-2.5,-5.0,0,
2015-06-02,France,China,4,-2.5,-10.0,0,
2015-06-02,France,Germany,9,2.433333333333333,0.0,0,
2015-06-02,France,India,2,1.9,1.0,0,
2015-06-02,France,Japan,6,0.6666666666666666,0.0,0,
2015-06-02,France,United States,8,2.3,0.0,0,
2015-06-02,Germany,Canada,5,2.8,2.8,0,
2015-06-02,Germany,China,5,2.32,-2.0,0,
2015-06-02,Germany,France,8,2.85,0.0,0,
2015-06-02,Germany,Japan,18,2.8666666666666663,1.0,0,
2015-06-02,Germany,United States,47,2.0425531914893615,-2.0,0,
2015-06-02,India,Brazil,1,1.0,1.0,0,
2015-06-02,India,China,14,-0.20714285714285724,-9.0,0,
2015-06-02,India,France,3,0.9666666666666667,0.0,0,
2015-06-02,India,Japan,8,2.125,-0.4,0,
2015-06-02,India,United States,64,3.2734375,-6.5,0,
2015-06-02,Japan,Brazil,1,2.8,2.8,0,
2015-06-02,Japan,Canada,1,8.0,8.0,0,
2015-06-02,Japan,China,75,2.7013333333333334,-2.0,0,
2015-06-02,Japan,France,6,0.6666666666666666,0.0,0,
2015-06-02,Japan,Germany,15,2.3400000000000003,1.0,0,
2015-06-02,Japan,India,6,3.0833333333333335,1.0,0,
2015-06-02,Japan,South Korea,13,2.876923076923077,0.0,0,
2015-06-02,Japan,United States,27,2.3925925925925924,0.0,0,
2015-06-02,Mexico,Brazil,1,2.8,2.8,0,
2015-06-02,Mexico,Canada,2,0.0,0.0,0,
2015-06-02,Mexico,United States,1,-2.0,-2.0,0,
2015-06-02,South Korea,China,12,2.033333333333333,-5.0,0,
2015-06-02,South Korea,Germany,2,2.0,0.0,0,
2015-06-02,South Korea,Japan,13,1.123076923076923,-5.0,0,
2015-06-02,South Korea,United States,9,2.7222222222222223,0.0,0,
2015-06-02,United States,Brazil,2,3.65,2.8,0,
2015-06-02,United States,Canada,9,1.2777777777777777,-2.0,0,
2015-06-02,United States,China,77,-0.18181818181818185,-5.0,0,
2015-06-02,United States,France,13,0.13076923076923078,-5.0,0,
2015-06-02,United States,Germany,49,2.1775510204081634,-4.0,0,
2015-06-02,United States,India,71,2.9492957746478874,-10.0,0,
2015-06-02,United States,Japan,22,2.3181818181818183,-4.4,0,
2015-06-02,United States,Mexico,1,-9.0,-9.0,0,
2015-06-02,United States,South Korea,18,1.6833333333333333,-5.0,0,
2015-06-09,Brazil,China,3,1.0,1.0,0,
2015-06-09,Brazil,India,2,1.0,1.0,0,
2015-06-09,Brazil,Mexico,1,1.0,1.0,0,
2015-06-09,Brazil,United States,11,1.9909090909090907,-4.0,0,
2015-06-09,Canada,China,2,-5.0,-5.0,0,
2015-06-09,Canada,Germany,1,2.8,2.8,0,
2015-06-09,Canada,India,2,1.5,0.0,0,
2015-06-09,Canada,Japan,5,1.48,1.0,0,
2015-06-09,Canada,United States,16,1.8499999999999999,1.0,0,
2015-06-09,China,Brazil,4,1.625,1.0,0,
2015-06-09,China,France,7,2.7857142857142856,1.0,0,
2015-06-09,China,India,14,2.5357142857142856,1.0,0,
2015-06-09,China,Japan,11,0.5727272727272728,-2.0,0,
2015-06-09,China,South Korea,17,3.2470588235294118,1.0,0,
2015-06-09,China,United States,44,1.7522727272727272,-5.0,0,
2015-06-09,France,China,9,1.3666666666666667,-2.0,0,
2015-06-09,France,Germany,12,2.0,0.0,0,
2015-06-09,France,India,3,-6.333333333333333,-10.0,0,
2015-06-09,France,Japan,2,4.0,4.0,0,
2015-06-09,France,South Korea,1,2.8,2.8,0,
2015-06-09,France,United States,6,1.8499999999999999,1.0,0,
2015-06-09,Germany,Canada,1,1.9,1.9,0,
2015-06-09,Germany,France,9,2.6666666666666665,0.0,0,
2015-06-09,Germany,South Korea,3,3.266666666666667,0.0,0,
2015-06-09,Germany,United States,19,0.8157894736842105,-2.0,0,
2015-06-09,India,Brazil,2,1.0,1.0,0,
2015-06-09,India,China,18,2.5055555555555555,1.0,0,
2015-06-09,India,France,2,0.5,0.0,0,
2015-06-09,India,Germany,1,-5.0,-5.0,0,
2015-06-09,India,Japan,2,2.25,1.0,0,
2015-06-09,India,United States,14,0.7714285714285715,-4.0,0,
2015-06-09,Japan,Canada,4,1.0,1.0,0,
2015-06-09,Japan,China,9,0.4222222222222222,-2.0,0,
2015-06-09,Japan,India,1,1.0,1.0,0,
2015-06-09,Japan,South Korea,14,3.4642857142857144,0.0,0,
2015-06-09,Japan,United States,17,1.3588235294117648,-10.0,0,
2015-06-09,Mexico,Brazil,1,1.0,1.0,0,
2015-06-09,Mexico,Canada,1,0.4,0.4,0,
2015-06-09,Mexico,United States,3,2.1666666666666665,0.0,0,
2015-06-09,South Korea,Canada,1,-10.0,-10.0,0,
2015-06-09,South Korea,China,16,3.0625,1.0,0,
2015-06-09,South Korea,France,1,1.9,1.9,0,
2015-06-09,South Korea,Germany,5,3.9799999999999995,1.9,0,
2015-06-09,South Korea,Japan,26,1.6923076923076923,-6.5,0,
2015-06-09,South Korea,United States,72,0.8777777777777778,-6.5,0,
2015-06-09,United States,Brazil,5,0.3,-5.0,0,
2015-06-09,United States,Canada,17,1.8176470588235294,1.0,0,
2015-06-09,United States,China,60,1.7833333333333334,-7.2,0,
2015-06-09,United States,France,7,1.9000000000000001,1.0,0,
2015-06-09,United States,Germany,26,2.1384615384615384,-5.0,0,
2015-06-09,United States,India,34,-2.2676470588235293,-10.0,0,
2015-06-09,United States,Japan,15,2.6333333333333333,1.0,0,
2015-06-09,United States,Mexico,2,-4.7,-5.0,0,
2015-06-09,United States,South Korea,45,2.851111111111111,-7.2,0,
2015-06-16,Brazil,China,2,1.4,0.0,0,
2015-06-16,Brazil,United States,5,2.42,1.0,0,
2015-06-16,Canada,United States,11,1.7454545454545454,-5.0,0,
2015-06-16,China,Brazil,2,2.95,1.9,0,
2015-06-16,China,France,2,1.0,1.0,0,
2015-06-16,China,India,14,3.664285714285714,0.0,0,
2015-06-16,China,Japan,23,2.243478260869565,-2.0,0,
2015-06-16,China,South Korea,14,2.4714285714285715,-5.0,0,
2015-06-16,China,United States,46,2.632608695652174,-10.0,0,
2015-06-16,France,China,2,1.0,1.0,0,
2015-06-16,France,Germany,23,3.7956521739130435,1.0,0,
2015-06-16,France,India,9,3.8444444444444446,0.0,0,
2015-06-16,France,United States,8,0.0,-2.0,0,
2015-06-16,Germany,Canada,1,-2.0,-2.0,0,
2015-06-16,Germany,France,23,3.582608695652174,0.0,0,
2015-06-16,Germany,United States,6,1.3333333333333333,-9.2,0,
2015-06-16,India,China,13,0.3769230769230768,-10.0,0,
2015-06-16,India,France,5,3.4799999999999995,1.0,0,
2015-06-16,India,United States,26,2.6500000000000004,0.0,0,
2015-06-16,Japan,China,17,2.864705882352941,-4.4,0,
2015-06-16,Japan,India,1,3.0,3.0,0,
2015-06-16,Japan,South Korea,151,3.2046357615894037,-5.0,0,
2015-06-16,Japan,United States,11,0.609090909090909,-5.0,0,
2015-06-16,Mexico,United States,6,1.7,-2.0,0,
2015-06-16,South Korea,China,13,4.138461538461538,1.0,0,
2015-06-16,South Korea,Japan,215,2.853488372093023,-5.0,0,
2015-06-16,South Korea,United States,38,2.2868421052631582,-4.0,0,
2015-06-16,United States,Brazil,4,1.4249999999999998,0.0,0,
2015-06-16,United States,Canada,10,-0.13000000000000006,-5.0,0,
2015-06-16,United States,China,59,2.4745762711864407,-10.0,0,
2015-06-16,United States,France,3,-1.5,-6.5,0,
2015-06-16,United States,Germany,9,3.7666666666666666,1.9,0,
2015-06-16,United States,India,35,1.5314285714285714,-5.0,0,
2015-06-16,United States,Japan,14,1.6714285714285713,-4.0,0,
2015-06-16,United States,Mexico,10,-1.7399999999999998,-10.0,0,
2015-06-16,United States,South Korea,38,3.076315789473684,0.0,0,
2015-06-23,Brazil,China,2,2.3499999999999996,1.9,0,
2015-06-23,Brazil,France,3,5.066666666666666,3.4,0,
2015-06-23,Brazil,United States,54,2.1314814814814813,-4.0,0,
2015-06-23,Canada,France,3,2.966666666666667,1.0,0,
